"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type"
"3004","FDD33",0.493896993152724,3,0,7,0.858378403262767,3,"2007",1,2,2
"3005","FDC04",0.657636201250372,3,0.138973930519029,5,0.899816026025753,7,"2004",4,2,2
"3006","FDY34",0.353974397142007,5,0.033904376487941,14,0.563065221246181,2,"1987",2,3,2
"3007","DRJ49",0.137540934802024,3,0.0433046666183307,15,0.409530499781755,10,"1999",3,1,2
"3008","FDE05",0.37749330157785,5,0.10043499165246,6,0.476645194511131,10,"1999",3,1,2
"3009","FDU31",0.353974397142007,5,0.0776561270010811,7,0.796513531209079,3,"2007",1,2,2
"3010","NCN19",0.484705767714001,3,0.0372050967125245,12,0.666087236741598,6,"1985",3,3,4
"3011","FDK56",0.484705767714001,3,0.399733012805742,7,0.653882549923614,6,"1985",3,3,4
"3012","FDK58",0.404584697826734,5,0.139776854175112,14,0.303120566892187,3,"2007",1,2,2
"3013","NCJ42",0.904733551652277,3,0.0441810150744547,10,0.300697702968136,7,"2004",4,2,2
"3014","FDZ34",0.484705767714001,3,0.23332009886563,16,0.683261266914011,6,"1985",3,3,4
"3015","FDA52",0.693361119380768,5,0,6,0.612310228884766,4,"2009",3,3,3
"3016","NCR29",0.179220005954153,1,0.168693207730155,9,0.101036494707551,2,"1987",2,3,2
"3017","FDT48",0.0217326585293242,3,0,1,0.717474628982977,7,"2004",4,2,2
"3018","DRJ51",0.484705767714001,3,0.476045215376864,5,0.841339071366216,5,"1985",4,1,1
"3019","NCS54",0.538553140815719,3,0.0308776667530957,10,0.620835436217809,9,"1997",4,1,2
"3020","FDV01",0.871985710032748,5,0.262437374907205,4,0.524050462407246,7,"2004",4,2,2
"3021","DRG51",0.484705767714001,1,0.0354833696597559,5,0.560372960770406,6,"1985",3,3,4
"3022","NCG42",0.871985710032748,3,0.127283007862708,10,0.425156352302488,2,"1987",2,3,2
"3023","FDA51",0.208097648109556,5,0.509631176720714,5,0.356190835061109,10,"1999",3,1,2
"3024","FDV19",0.612980053587377,5,0.182343200332211,7,0.544623492743344,1,"1998",1,3,1
"3025","NCT18",0.598094671033045,3,0.183926998266222,10,0.640275466499345,8,"2002",1,2,2
"3026","NCS41",0.493896993152724,3,0.165470445158437,9,0.65077511185072,8,"2002",1,2,2
"3027","FDO03",0.347722536469187,5,0.113963944415606,11,0.836089248690528,9,"1997",4,1,2
"3028","FDL12",0.672521583804704,5,0.629063070290318,1,0.126309471846355,1,"1998",1,3,1
"3029","FDY37",0.740994343554629,5,0.137409552475952,4,0.475949537592754,1,"1998",1,3,1
"3030","FDI58",0.183685620720452,5,0.218807946532853,14,0.257555038738542,10,"1999",3,1,2
"3031","FDT28",0.520690681750521,3,0.197211887649087,6,0.499921568092536,4,"2009",3,3,3
"3032","NCC42",0.621911283119976,3,0.232258379285116,9,0.454367122708424,1,"1998",1,3,1
"3033","FDO01",0.985114617445668,5,0.0643802538857974,3,0.416922707060236,3,"2007",1,2,2
"3034","FDJ02",0.752902649598095,5,0.0776976024499282,4,0.488715183053252,2,"1987",2,3,2
"3035","FDQ04",0.109854123250968,3,0.262945187288317,6,0.043007965953732,4,"2009",3,3,3
"3036","DRL47",0.901756475141411,3,0.119592372626952,8,0.399602895842427,2,"1987",2,3,2
"3037","FDZ32",0.192319142601965,5,0.117803314015975,7,0.318870034919249,7,"2004",4,2,2
"3038","FDC35",0.171479607025901,1,0.379481867113286,16,0.748401523625055,7,"2004",4,2,2
"3039","FDX14",0.508782375707056,3,0.232025244807655,5,0.175812793267132,8,"2002",1,2,2
"3040","FDZ35",0.300387019946413,4,0.0687805169024968,2,0.306945827422523,2,"1987",2,3,2
"3041","FDL14",0.211967847573683,5,0.0992843237186746,4,0.526462243561764,2,"1987",2,3,2
"3042","FDO04",0.717177731467699,3,0.0821242437655777,6,0.0983442342317765,10,"1999",3,1,2
"3043","DRK11",0.217624292944329,2,0.0334489004811544,8,0.504049473483195,3,"2007",1,2,2
"3044","FDB44",0.125037213456386,3,0.052614200816102,7,0.763298470918813,4,"2009",3,3,3
"3045","FDZ50",0.490919916641858,5,0.24471619142599,5,0.65077511185072,10,"1999",3,1,2
"3046","FDI12",0.484705767714001,5,0.308718342970692,1,0.241670872435618,6,"1985",3,3,4
"3047","FDU43",0.880916939565347,5,0.180361490841389,7,0.874543048886949,3,"2007",1,2,2
"3048","FDD58",0.190830604346532,3,0.306959367423857,14,0.282099110650371,1,"1998",1,3,1
"3049","FDB27",0.179815421256326,3,0.17211687424913,5,0.696453172741161,3,"2007",1,2,2
"3050","FDB04",0.404584697826734,5,0.196157469453184,5,0.230161842536011,4,"2009",3,3,3
"3051","NCO17",0.324203632033343,3,0,9,0.369797918485378,2,"1987",2,3,2
"3052","FDL12",0.672521583804704,5,0.377956267054492,1,0.110964098646879,3,"2007",1,2,2
"3053","DRJ13",0.481988687109259,3,0.194625566040769,15,0.548459836043213,10,"1999",3,1,2
"3054","FDD57",0.806490026793689,3,0.0693523979293545,7,0.277151932835007,8,"2002",1,2,2
"3055","FDW19",0.464126228044061,5,0.118939156709235,7,0.336605023734177,7,"2004",4,2,2
"3056","DRD27",0.845192021434951,3,0.0739625440823413,5,0.291622619762113,4,"2009",3,3,3
"3057","FDH27",0.484705767714001,3,0.179411955505925,5,0.482197662047141,6,"1985",3,3,4
"3058","NCW30",0.484705767714001,3,0.0338545120169961,10,0.971900064109559,6,"1985",3,3,4
"3059","FDR40",0.270616254837749,5,0.0249264141400042,6,0.20448477056962,4,"2009",3,3,3
"3060","FDG05",0.38374516225067,5,0.271211173485301,6,0.531431586916194,2,"1987",2,3,2
"3061","NCY41",0.484705767714001,3,0.409728172664429,9,0.014335988651244,5,"1985",4,1,1
"3062","FDI38",0.523667758261387,5,0.0453794618107072,4,0.743286399225229,4,"2009",3,3,3
"3063","FDR20",0.919618934206609,5,0.0868990001444364,7,0.0481009248144915,9,"1997",4,1,2
"3064","FDE09",0.251265257517118,3,0.0671294213989493,7,0.329212816455696,3,"2007",1,2,2
"3065","FDN50",0.484705767714001,5,0.14347171939373,4,0.268211547904845,5,"1985",4,1,1
"3066","DRF27",0.260494194700804,3,0.0879840112345537,5,0.512978775643824,8,"2002",1,2,2
"3067","DRF51",0.666567430782971,3,0.511993661298161,5,0.0245551546813619,2,"1987",2,3,2
"3068","NCO02",0.484705767714001,3,0.396920249398366,12,0.152704366270188,5,"1985",4,1,1
"3069","FDB51",0.484705767714001,3,0.118243068717261,5,0.128283909864688,6,"1985",3,3,4
"3070","FDJ50",0.243524858588866,3,0.0666426387358476,4,0.089123369980358,2,"1987",2,3,2
"3071","FDN52",0.288181006251861,5,0.406196740427697,6,0.226897540648189,2,"1987",2,3,2
"3072","FDX14",0.508782375707056,3,0.231362947734894,5,0.190305645733304,2,"1987",2,3,2
"3073","FDT27",0.484705767714001,5,0.376465180946649,11,0.869023829659537,5,"1985",4,1,1
"3074","FDV10",0.183983328371539,5,0.2059421189301,14,0.0388800605630729,2,"1987",2,3,2
"3075","FDU33",0.183090205418279,5,0.416236901287428,14,0.0547753096355304,9,"1997",4,1,2
"3076","FDU58",0.122357844596606,5,0.0896427263802718,14,0.656440112123527,9,"1997",4,1,2
"3077","NCP42",0.484705767714001,3,0.0495391035725817,10,0.694198255401571,6,"1985",3,3,4
"3078","FDL51",0.484705767714001,4,0.146031993320175,5,0.774078595591445,6,"1985",3,3,4
"3079","DRH15",0.484705767714001,3,0.337967967809144,5,0.057343954604976,6,"1985",3,3,4
"3080","FDU16",0.874962786543614,5,0.181081543936638,6,0.228478966608468,3,"2007",1,2,2
"3081","FDW15",0.64275081869604,5,0.171257609735245,11,0.500358911228721,3,"2007",1,2,2
"3082","FDQ44",0.949389699315272,3,0.111895622520208,7,0.385277989960716,8,"2002",1,2,2
"3083","NCI06",0.484705767714001,3,0.146727905189033,10,0.631189300523789,6,"1985",3,3,4
"3084","DRK23",0.484705767714001,3,0.38939219742771,8,0.942947607485814,5,"1985",4,1,1
"3085","FDC28",0.199464126228044,3,0.16987081323103,6,0.33135520105849,7,"2004",4,2,2
"3086","NCY17",0.484705767714001,3,0,9,0.0465416643932781,5,"1985",4,1,1
"3087","NCV05",0.330157785055076,3,0.093720878757326,9,0.519081119052816,4,"2009",3,3,3
"3088","FDM34",0.484705767714001,3,0.364889992806607,14,0.429127393878219,5,"1985",4,1,1
"3089","DRD60",0.484705767714001,3,0.114485624174684,15,0.643113508020515,6,"1985",3,3,4
"3090","FDT38",0.842214944924084,3,0.17778375600744,5,0.23174326849629,9,"1997",4,1,2
"3091","FDQ57",0.161952962191128,3,0.0867066088144459,14,0.482040798232213,4,"2009",3,3,3
"3092","FDE59",0.484705767714001,1,0.191529828404021,16,0.0156147697512004,6,"1985",3,3,4
"3093","NCM43",0.592140518011313,3,0.0601765442664054,12,0.561090783227848,9,"1997",4,1,2
"3094","DRI51",0.755879726108961,3,0.130724459726506,5,0.593296458969882,10,"1999",3,1,2
"3095","NCG30",0.931527240250074,3,0.349022103435592,10,0.396058114633348,3,"2007",1,2,2
"3096","NCK54",0.452217922000595,3,0.0912064122904025,10,0.353050148679616,7,"2004",4,2,2
"3097","FDQ16",0.484705767714001,3,0.225803890402046,6,0.331209420013095,5,"1985",4,1,1
"3098","FDI36",0.47305745757666,4,0.192473369373788,1,0.703980078295504,2,"1987",2,3,2
"3099","FDX16",0.484705767714001,3,0.202360383459574,6,0.497509786938018,6,"1985",3,3,4
"3100","FDA34",0.413515927359333,3,0.0459173263571688,16,0.605366447512004,9,"1997",4,1,2
"3101","FDJ48",0.401607621315868,3,0.175087107171488,1,0.920815316728503,4,"2009",3,3,3
"3102","FDU47",0.490919916641858,5,0.351730033420597,2,0.453940862341772,7,"2004",4,2,2
"3103","FDS39",0.139327180708544,3,0.0694004640905901,11,0.473111496071585,9,"1997",4,1,2
"3104","FDD11",0.493896993152724,3,0.0946020072566123,16,0.936553701986032,9,"1997",4,1,2
"3105","FDM16",0.484705767714001,5,0.103180043446483,6,0.177091574367089,6,"1985",3,3,4
"3106","FDU56",0.73206311402203,3,0.137793102274122,7,0.644235425305543,4,"2009",3,3,3
"3107","FDQ32",0.791604644239357,5,0.144829233112524,7,0.385121126145788,3,"2007",1,2,2
"3108","DRK35",0.226853230128014,3,0.221812251553433,8,0.0313753205477957,2,"1987",2,3,2
"3109","FDA58",0.288181006251861,3,0.321077201729362,14,0.862338362068966,10,"1999",3,1,2
"3110","DRG48",0.484705767714001,3,0.0787426088737098,15,0.476645194511131,5,"1985",4,1,1
"3111","FDT59",0.541530217326585,3,0.0822911343223182,2,0.852421840899171,1,"1998",1,3,1
"3112","FDQ31",0.484705767714001,5,0.291312342619898,7,0.246359736468791,5,"1985",4,1,1
"3113","FDS51",0.523667758261387,3,0.0998388921522305,11,0.133544815309908,4,"2009",3,3,3
"3114","FDW32",0.484705767714001,5,0.289954878339173,7,0.234009268605413,6,"1985",3,3,4
"3115","FDI15",0.484705767714001,3,0.434647303959098,5,0.991048532300306,6,"1985",3,3,4
"3116","NCV30",0.931527240250074,3,0.204874522399299,10,0.129416909919249,3,"2007",1,2,2
"3117","DRG25",0.353974397142007,3,0.0589527574306227,15,0.662979798668704,10,"1999",3,1,2
"3118","FDT02",0.479011610598392,3,0.0746965850608449,5,0.00553030199694456,2,"1987",2,3,2
"3119","FDO33",0.484705767714001,3,0.274659095556199,14,0.350223189927979,6,"1985",3,3,4
"3120","FDP38",0.330157785055076,3,0.0991728377863308,4,0.0814617661501528,7,"2004",4,2,2
"3121","FDZ45",0.568323905924382,3,0.206599635959699,14,0.707244380183326,7,"2004",4,2,2
"3122","NCA54",0.484705767714001,3,0.112669844288163,10,0.631469779845046,6,"1985",3,3,4
"3123","FDU33",0.183090205418279,5,0.418591305830699,14,0.0564803511021388,3,"2007",1,2,2
"3124","FDN58",0.550461446859184,5,0.17672281816637,14,0.859802965408119,3,"2007",1,2,2
"3125","FDI05",0.225960107174754,5,0.392807116498597,6,0.185190521333479,8,"2002",1,2,2
"3126","FDM57",0.484705767714001,5,0.410342449924143,14,0.215264895242252,5,"1985",4,1,1
"3127","NCS42",0.484705767714001,3,0.213449827135934,10,0.245630831241816,6,"1985",3,3,4
"3128","FDB57",0.934504316760941,5,0.05822334200132,7,0.808561354212134,8,"2002",1,2,2
"3129","FDC03",0.239356951473653,5,0.222447209374805,5,0.699448078077259,8,"2002",1,2,2
"3130","FDZ58",0.791604644239357,3,0.161086036312044,14,0.37774000163684,2,"1987",2,3,2
"3131","NCK29",0.0631140220303662,3,0.389399199094035,9,0.39464463525753,8,"2002",1,2,2
"3132","NCR53",0.452217922000595,1,0.449067618901527,9,0.822471082496726,8,"2002",1,2,2
"3133","FDE26",0.484705767714001,3,0.273685295399174,4,0.483756922468354,6,"1985",3,3,4
"3134","FDU52",0.178922298303066,3,0.197350610866806,6,0.522480119216499,10,"1999",3,1,2
"3135","FDE41",0.484705767714001,5,0.196838225464439,6,0.220234238596683,6,"1985",3,3,4
"3136","FDU38",0.371836856207205,3,0.25610825478384,5,0.673322580205151,4,"2009",3,3,3
"3137","FDA52",0.693361119380768,5,0.399053844992408,6,0.615294051451331,3,"2007",1,2,2
"3138","FDW46",0.502828222685323,5,0.217223632589012,14,0.143046158882584,9,"1997",4,1,2
"3139","DRI59",0.29443286692468,3,0,8,0.822762644587516,7,"2004",4,2,2
"3140","FDT38",0.842214944924084,3,0.177750138121464,5,0.227054404463117,7,"2004",4,2,2
"3141","FDL33",0.159571300982435,3,0.310130340529873,14,0.703138640331733,4,"2009",3,3,3
"3142","FDQ01",0.484705767714001,5,0.494144108784513,4,0.942084003982977,6,"1985",3,3,4
"3143","FDJ08",0.389699315272402,3,0.341963435018117,7,0.678583485650371,9,"1997",4,1,2
"3144","FDQ47",0.154807978565049,5,0.520483546323601,2,0.0166130715298996,10,"1999",3,1,2
"3145","NCZ18",0.194700803810658,3,0.57444878138176,10,0.939818003873854,2,"1987",2,3,2
"3146","FDE29",0.259005656445371,3,0.44475326379694,6,0.121048566401135,3,"2007",1,2,2
"3147","FDF10",0.484705767714001,5,0.482541637010907,14,0.489141443419904,6,"1985",3,3,4
"3148","FDC48",0.276272700208395,3,0.0490794902175119,1,0.219392800632911,10,"1999",3,1,2
"3149","FDY58",0.422447156891932,3,0.123240951454768,14,0.83964511266914,2,"1987",2,3,2
"3150","NCX30",0.723131884489431,3,0,10,0.918964494216499,1,"1998",1,3,1
"3151","FDV11",0.270616254837749,5,0.252133628810244,2,0.61729065500873,2,"1987",2,3,2
"3152","FDT46",0.404584697826734,3,0.0951903233510717,14,0.0742153399170668,9,"1997",4,1,2
"3153","DRD01",0.484705767714001,5,0.330958400662445,15,0.100901796431689,5,"1985",4,1,1
"3154","FDQ11",0.0678773444477523,5,0.209013601014926,2,0.95741829441292,2,"1987",2,3,2
"3155","NCM41",0.711223578445966,3,0.11079588815558,9,0.257981299105194,3,"2007",1,2,2
"3156","NCC55",0.365584995534385,3,0.196856437212596,10,0.0191595509602794,2,"1987",2,3,2
"3157","FDG45",0.484705767714001,3,0.393700202830487,7,0.777073500927543,6,"1985",3,3,4
"3158","NCQ54",0.782673414706758,3,0,10,0.578679990997381,10,"1999",3,1,2
"3159","FDM34",0.860077403989282,3,0.208827503768919,14,0.416765843245308,8,"2002",1,2,2
"3160","FDD17",0.484705767714001,3,0.176511145990011,6,0.877672652498909,5,"1985",4,1,1
"3161","FDN38",0.484705767714001,5,0.282805762977002,4,0.929464139567874,6,"1985",3,3,4
"3162","FDB53",0.523667758261387,3,0,6,0.496376786883457,4,"2009",3,3,3
"3163","NCL06",0.601071747543912,3,0.222635089481126,10,0.981973449094282,7,"2004",4,2,2
"3164","NCV18",0.484705767714001,3,0.569377989854042,10,0.216263197020952,5,"1985",4,1,1
"3165","FDX25",0.723131884489431,3,0,4,0.641262685508512,2,"1987",2,3,2
"3166","FDB39",0.419470080381066,3,0.119018931211085,5,0.0994772342863379,9,"1997",4,1,2
"3167","FDC33",0.262280440607324,5,0.213342317878154,7,0.704978380074203,10,"1999",3,1,2
"3168","NCO14",0.300387019946413,3,0.0919691088088455,10,0.0529355698930598,4,"2009",3,3,3
"3169","FDA58",0.484705767714001,3,0.31902637164026,14,0.875552433435181,6,"1985",3,3,4
"3170","NCQ02",0.479011610598392,3,0.0231698919572746,10,0.658425632911392,3,"2007",1,2,2
"3171","NCR53",0.452217922000595,3,0.4506937080125,9,0.831422550196421,3,"2007",1,2,2
"3172","FDN52",0.288181006251861,5,0.406535048214244,6,0.2392590912811,9,"1997",4,1,2
"3173","FDG26",0.851146174456684,3,0.131782894765403,4,0.957564075458315,9,"1997",4,1,2
"3174","FDE23",0.484705767714001,5,0.16352714286639,16,0.0627284755565256,6,"1985",3,3,4
"3175","DRI37",0.672521583804704,3,0.332187783269506,15,0.115944524770842,2,"1987",2,3,2
"3176","DRH37",0.776719261685025,3,0.129113334900623,15,0.571455730303361,4,"2009",3,3,3
"3177","FDO01",0.985114617445668,5,0.0640060386127684,3,0.408397499727193,7,"2004",4,2,2
"3178","FDK45",0.422447156891932,3,0.104780359874835,13,0.349090189873418,10,"1999",3,1,2
"3179","FDP23",0.128311997618339,3,0.110130053171105,2,0.791252625763859,10,"1999",3,1,2
"3180","FDM33",0.657636201250372,3,0.270992005261941,14,0.801752271115234,7,"2004",4,2,2
"3181","FDD36",0.520690681750521,3,0.0661045455383233,1,0.374352084242689,3,"2007",1,2,2
"3182","FDL56",0.568323905924382,3,0.390845231672887,7,0.227323801014841,3,"2007",1,2,2
"3183","FDT27",0.407264066686514,5,0.35989262607893,11,0.869876350392842,1,"1998",1,3,1
"3184","FDG52",0.541530217326585,3,0.2039384527575,6,0.0522177474356177,3,"2007",1,2,2
"3185","NCL42",0.851146174456684,3,0.124719795461119,10,0.903775984831951,7,"2004",4,2,2
"3186","DRJ24",0.431378386424531,2,0.350173614906405,15,0.656024934526408,9,"1997",4,1,2
"3187","FDV38",0.874962786543614,3,0.314468889388797,5,0.089112287210825,9,"1997",4,1,2
"3188","FDT35",0.91068770467401,5,0.252197712905386,2,0.587350979375818,8,"2002",1,2,2
"3189","FDY51",0.47305745757666,3,0.251205231338562,11,0.797489667448712,8,"2002",1,2,2
"3190","FDC37",0.651682048228639,3,0.102149241197502,1,0.314596348483195,3,"2007",1,2,2
"3191","NCP43",0.785650491217624,3,0.0941846572695921,12,0.638009466390223,2,"1987",2,3,2
"3192","FDO33",0.607025900565645,3,0.276555342077516,14,0.342124242961589,8,"2002",1,2,2
"3193","FDW04",0.263768978862757,5,0.179406622374381,6,0.421320009002619,4,"2009",3,3,3
"3194","NCC31",0.206311402203037,3,0.06139733082946,10,0.524330941728503,9,"1997",4,1,2
"3195","FDK22",0.312295325989878,3,0.0807294506539258,14,0.786002803088171,10,"1999",3,1,2
"3196","FDJ50",0.243524858588866,3,0.0670754164898419,4,0.0963697962134439,3,"2007",1,2,2
"3197","FDV13",0.761833879130694,5,0.0857968155055825,4,0.242949653535574,3,"2007",1,2,2
"3198","DRL60",0.2360821673117,3,0.0840830881501293,15,0.510993254855958,3,"2007",1,2,2
"3199","FDW03",0.0640071449836261,5,0.0762585035600584,11,0.305801744598429,3,"2007",1,2,2
"3200","FDY27",0.108663292646621,3,0.0985428732097877,5,0.621250613814928,7,"2004",4,2,2
"3201","FDB39",0.484705767714001,3,0.118442579128987,5,0.0952146306198167,6,"1985",3,3,4
"3202","FDU59",0.0729383745162251,3,0.298425788416287,2,0.556121439873418,8,"2002",1,2,2
"3203","FDZ57",0.324203632033343,5,0,14,0.414791405226975,10,"1999",3,1,2
"3204","FDO21",0.419470080381066,5,0.0302134570450938,14,0.823323603230031,10,"1999",3,1,2
"3205","FDS43",0.422447156891932,3,0,7,0.663832319402008,4,"2009",3,3,3
"3206","FDU28",0.871985710032748,5,0.485729208948123,6,0.670641402498909,1,"1998",1,3,1
"3207","FDC51",0.37749330157785,5,0.0497625759977038,5,0.38270934499127,1,"1998",1,3,1
"3208","FDW16",0.761833879130694,5,0.214497444507662,6,0.25742034046268,1,"1998",1,3,1
"3209","FDP32",0.124739505805299,3,0.453411179544555,7,0.398885073384985,1,"1998",1,3,1
"3210","FDB60",0.484705767714001,3,0.154303921354911,1,0.697462557289393,5,"1985",4,1,1
"3211","NCQ30",0.188746650788925,3,0.089829843286424,10,0.375754480848974,9,"1997",4,1,2
"3212","FDD26",0.247395058052992,5,0.223298294978379,4,0.651762330859887,10,"1999",3,1,2
"3213","FDI44",0.687406966359035,3,0.31033555794853,7,0.192852125163684,8,"2002",1,2,2
"3214","DRH23",0.601071747543912,3,0.526262825528625,8,0.10303309826495,9,"1997",4,1,2
"3215","FDO44",0.479011610598392,3,0.270219850623188,7,0.332622899388913,9,"1997",4,1,2
"3216","FDG04",0.508782375707056,3,0.0187330478604216,6,0.662407757256657,9,"1997",4,1,2
"3217","FDM32",0.484705767714001,3,0.0633587521732859,7,0.253595079932344,6,"1985",3,3,4
"3218","FDM09",0.392676391783269,5,0.265297135377605,14,0.586061115506329,2,"1987",2,3,2
"3219","FDZ47",0.961298005358738,5,0.244812620376867,1,0.284802453895679,2,"1987",2,3,2
"3220","FDM40",0.484705767714001,1,0.491792735412761,6,0.473683537483632,6,"1985",3,3,4
"3221","FDY48",0.56236975290265,3,0.07375271656388,1,0.296435099301615,3,"2007",1,2,2
"3222","NCM30",0.866031557011015,3,0.208356374433975,10,0.0447130074203405,8,"2002",1,2,2
"3223","FDX36",0.306043465317059,5,0.663458403868195,1,0.826733686163248,1,"1998",1,3,1
"3224","DRF03",0.866031557011015,3,0.140788530071686,5,0.0303659359995635,3,"2007",1,2,2
"3225","FDN51",0.791604644239357,5,0.0648237936891349,11,0.971036460606722,10,"1999",3,1,2
"3226","FDM57",0.422447156891932,5,0.234729139410391,14,0.223790102575295,10,"1999",3,1,2
"3227","FDB35",0.461149151533194,5,0.19997525624716,16,0.262961725229158,10,"1999",3,1,2
"3228","FDY13",0.484705767714001,3,0.0926392541748401,4,0.195555468408992,6,"1985",3,3,4
"3229","FDA37",0.193807680857398,5,0.171609234901255,4,0.399894457933217,3,"2007",1,2,2
"3230","NCX53",0.925573087228342,3,0.0464171915689123,9,0.46942093381711,3,"2007",1,2,2
"3231","FDD59",0.353974397142007,5,0.205323707411982,16,0.208040634548232,4,"2009",3,3,3
"3232","FDX10",0.484705767714001,5,0.669271433824003,14,0.0204494148297687,5,"1985",4,1,1
"3233","FDC03",0.239356951473653,5,0.222901313475215,5,0.697316776243998,4,"2009",3,3,3
"3234","FDW43",0.925573087228342,5,0.0692781697607146,7,0.827855603448276,7,"2004",4,2,2
"3235","FDW10",0.991068770467401,3,0.218381172414195,14,0.615294051451331,9,"1997",4,1,2
"3236","FDY14",0.484705767714001,3,0.215367739890383,5,0.984374147479267,6,"1985",3,3,4
"3237","FDV43",0.681452813337303,3,0.23795621236363,7,0.0559193924596246,8,"2002",1,2,2
"3238","FDO40",0.746948496576362,3,0.100733022863299,6,0.504901994216499,2,"1987",2,3,2
"3239","FDP46",0.484705767714001,3,0.229436772643396,14,0.251890038465736,6,"1985",3,3,4
"3240","NCE43",0.484705767714001,3,0.559620568392862,10,0.583357772261021,5,"1985",4,1,1
"3241","FDD05",0.880916939565347,3,0.0513177462006884,6,0.37519352220646,7,"2004",4,2,2
"3242","FDJ60",0.880916939565347,5,0.323386036733813,1,0.570883688891314,1,"1998",1,3,1
"3243","DRE27",0.434355462935397,2,0.411605972606768,5,0.272306204986905,4,"2009",3,3,3
"3244","FDO11",0.20512057159869,5,0.0934971931305372,2,0.931887003491925,7,"2004",4,2,2
"3245","DRG11",0.484705767714001,3,0.257795727435512,8,0.321696993670886,6,"1985",3,3,4
"3246","FDK33",0.791604644239357,3,0.0581067392289784,14,0.779911542448712,1,"1998",1,3,1
"3247","DRM23",0.717177731467699,3,0.420249804684872,8,0.590166855357922,8,"2002",1,2,2
"3248","FDJ02",0.484705767714001,5,0.0773857471194331,4,0.486583881219991,6,"1985",3,3,4
"3249","NCZ05",0.233998213754093,3,0.179985773887057,9,0.308650868889131,8,"2002",1,2,2
"3250","NCL30",0.806490026793689,3,0.151094170264612,10,0.402149375272807,2,"1987",2,3,2
"3251","FDZ19",0.111342661506401,3,0.289940655625097,7,0.606488364797032,4,"2009",3,3,3
"3252","FDM45",0.244120273891039,5,0.272934745195968,14,0.378884084460934,10,"1999",3,1,2
"3253","FDO36",0.901756475141411,3,0,1,0.625221655390659,9,"1997",4,1,2
"3254","NCK31",0.37749330157785,3,0.0837438472200565,12,0.0800372040048014,8,"2002",1,2,2
"3255","DRJ37",0.371836856207205,3,0.189178776379709,15,0.517532941401135,8,"2002",1,2,2
"3256","FDP24",0.955343852337005,3,0.257517338586911,1,0.375900261894369,4,"2009",3,3,3
"3257","FDF46",0.149746948496576,1,0.289191761597155,14,0.354620491870362,2,"1987",2,3,2
"3258","FDX46",0.484705767714001,5,0.314410481401793,14,0.113241181525535,5,"1985",4,1,1
"3259","NCL18",0.851146174456684,3,0.518864122082117,10,0.689363610323003,8,"2002",1,2,2
"3260","FDJ26",0.639773742185174,5,0.261696248835637,4,0.770388033336971,2,"1987",2,3,2
"3261","FDJ07",0.161059839237868,3,0.0446573261368604,11,0.35390266941292,8,"2002",1,2,2
"3262","FDY15",0.815421256326287,5,0.527398779457537,5,0.525037681416412,2,"1987",2,3,2
"3263","DRG01",0.610002977076511,3,0.138949687326624,15,0.182767657409428,8,"2002",1,2,2
"3264","FDF58",0.520690681750521,3,0.0296646512362939,14,0.140499679452204,8,"2002",1,2,2
"3265","FDZ14",0.484705767714001,5,0.257453875557493,5,0.381441646660847,5,"1985",4,1,1
"3266","FDP31",0.985114617445668,5,0.499806673981544,7,0.143763981340026,10,"1999",3,1,2
"3267","FDH45",0.627865436141709,5,0.326226049786081,7,0.0447130074203405,2,"1987",2,3,2
"3268","FDA09",0.523667758261387,5,0.772496799618968,14,0.623942874290703,1,"1998",1,3,1
"3269","FDW31",0.404584697826734,5,0.133328112467402,7,0.710082421704496,7,"2004",4,2,2
"3270","FDA57",0.851146174456684,3,0.122493939163275,14,0.0403157054779572,9,"1997",4,1,2
"3271","NCE55",0.259898779398631,3,0.401387442288974,10,0.616572832551288,7,"2004",4,2,2
"3272","FDC17",0.484705767714001,3,0.0836422149125636,6,0.768985636730685,5,"1985",4,1,1
"3273","FDC59",0.723131884489431,5,0.168656243504977,16,0.139075117306853,2,"1987",2,3,2
"3274","FDA22",0.171479607025901,3,0.260730448375928,16,0.579397813454823,2,"1987",2,3,2
"3275","FDK52",0.815421256326287,3,0.244730370881757,6,0.822325301451331,7,"2004",4,2,2
"3276","NCM26",0.949389699315272,3,0.071509689807179,12,0.515536337843736,9,"1997",4,1,2
"3277","NCT53",0.050312593033641,3,0.148645311203289,9,0.572734511403317,7,"2004",4,2,2
"3278","FDW45",0.800535873771956,3,0.121030272643682,14,0.498945431852903,4,"2009",3,3,3
"3279","NCI18",0.82137540934802,3,0.0433243584186363,10,0.812386614742471,7,"2004",4,2,2
"3280","FDE38",0.116999106877047,3,0.138392205136958,4,0.563065221246181,4,"2009",3,3,3
"3281","FDF08",0.484705767714001,5,0.352771566820129,7,0.243802174268878,5,"1985",4,1,1
"3282","FDY58",0.422447156891932,3,0.206451893384521,14,0.842628935235705,1,"1998",1,3,1
"3283","FDF58",0.484705767714001,3,0.0518338518176423,14,0.134105773952423,5,"1985",4,1,1
"3284","FDX39",0.580232211967848,5,0.154361544512592,11,0.759035867252292,3,"2007",1,2,2
"3285","FDB44",0.125037213456386,3,0.0524822104452162,7,0.763298470918813,10,"1999",3,1,2
